StockCode,GCode,Vendor,PartNo,Description,RRP,ETA,Block1_Price,Block2_Price,Block3_Price,ProductGroup,Stock,EAN,UPC,APN,MOQ
TM8FFH002T0C129,DZ00113583,Team,TM8FFH002T0C129,"TEAMGROUP T-FORCE G70 PRO GRAPHENE HEATSINK 2TB DRAM SLC Cache 3D TLC NVMe PCIe Gen4x4 M.2 2280 GAMING SSD R/W, 7400/6800 MB/s",539.00,,529.00,529.00,529.00,Storage - PC / Notebook SSD,5,,711430800905,,1
TM8FGM001T0C101,DZ00113373,Team,TM8FGM001T0C101,TEAM NV5000 M.2 PCIe 4.0 x 4 1TB NVME SSD R/W 4500/1900 MBS/s,359.00,,275.00,275.00,275.00,Storage - PC / Notebook SSD,10,,4711430808550,,1
TM8FGM002T0C101,DZ00113584,Team,TM8FGM002T0C101,"TEAM GROUP NV5000 M.2-2280 2TB PCI-E Gen4x4 SSD, R/W 5000/3000 MB/s",529.00,TBC,589.00,589.00,589.00,Storage - PC / Notebook SSD,0,,4711430808543,,1
TM8FGM500G0C101,DZ00114359,Team,TM8FGM500G0C101,TEAMGROUP NV5000 500GB M.2 PCIE GEN4 NVME INTERNAL SSD,229.00,,165.00,165.00,165.00,Storage - PC / Notebook SSD,30,,4711430808505,,1
TM8FP6256G0C101,86234,Team,TM8FP6256G0C101,"TEAM MP33 256GB PCIe 3.0x4 TLC NVMe SSD R/W 1,800 / 1,500 MB/s",150.00,,109.00,109.00,109.00,Storage - PC / Notebook SSD,17,,765441048096,,1
TM8FPK500G0C101,DZ00110110,Team,TM8FPK500G0C101,"TEAMGROUP MP44L M.2-2280 PCI-E Gen4x4 500GB SSD (R 5,000/ W 2,500)",225.00,,165.00,165.00,165.00,Storage - PC / Notebook SSD,21,,1,,1
TM8FPW001T0C101,DZ00110208,Team,TM8FPW001T0C101,TEAM MP44 1TB M.2-2280 PCI-E Gen4x4 SSD R/W 7200 / 6200 MB/s,430.00,,315.00,315.00,315.00,Storage - PC / Notebook SSD,1,,4711430800127,,1
TPD416G3200HC2201,87907,Team,TPD416G3200HC2201,TEAM ELITE PLUS 16GB 3200 DDR4 GAMING MEMORY with HEATSINK,309.00,,239.00,239.00,239.00,RAM - Gaming,10,,765441648371,,1
TPSEG5001T0C102,DZ00113245,Team,TPSEG5001T0C102,TEAMGROUP PD20 Mini External SSD 1TB R/W 2000/1800 MB/s,325.00,,219.00,219.00,219.00,Storage - PC / Notebook SSD,30,,4711430804019,,1
TUF GAMING B860M-PLUS WIFI,DZ00111707,Asus,90MB1JV0-M0UAY0,ASUS TUF GAMING B860M-PLUS WIFI MOTHERBOARD,399.00,TBC,309.00,309.00,309.00,Motherboard,0,,197105783102,,1
TUF GAMING LC III 360 LCD,DZ00112830,Asus,90RC01A1-B0UAY0,ASUS TUF GAMING LC III 360 LCD AIO COOLER,385.00,,245.00,245.00,245.00,PC Power Supply And Cooling,4,4711387929100,04711387929100,,1
TUF GAMING X870-PLUS WIFI,DZ00111678,Asus,90MB1IU0-M0UAY0,ASUS TUF GAMING AMD X870-PLUS  192GB DDR5 WIFI MOTHERBOARD,649.00,,499.00,499.00,499.00,Motherboard,6,,197105723610,,1
TUF-GAMING-1000G,87631,Asus,90YE00S1-B0ZA00,ASUS TUF GAMING 1000W 80 PLUS GOLD FULLY MODULAR ATX 3.0 PSU 10 YEARS WARRANTY,319.00,TBC,275.00,275.00,275.00,PC Power Supply And Cooling,0,,195553786485,,1
TUF-GAMING-1000G-WHITE,DZ00112412,Asus,90YE00S5-B0ZA00,ASUS TUF-GAMING-1000G-WHITE PSU 10 YEARS WARRANTY,389.00,,279.00,279.00,279.00,PC Power Supply And Cooling,5,,197105276123,,1
TUF-GAMING-1200G,88798,Asus,90YE00S0-B0ZA00,ASUS TUF GAMING 1200W 80 PLUS GOLD FULLY MODULAR ATX 3.0 PSU 10 YEARS WARRANTY,469.00,TBC,345.00,345.00,345.00,PC Power Supply And Cooling,0,,TUF-GAMING-1200G,,1
TUF-GAMING-650B,DZ00112413,Asus,90YE00D1-B0ZA00,ASUS TUF-GAMING-650B PSU 6 YEARS WARRANTY,109.00,,89.00,89.00,89.00,PC Power Supply And Cooling,10,,197105276123,,1
TUF-GAMING-750B,89059,Asus,90YE00D0-B0ZA00,ASUS TUF GAMING 750W MILITARY-GRADE CERTIFICATION 80 PLUS BRONZE POWER SUPPLY,199.00,,115.00,115.00,115.00,PC Power Supply And Cooling,24,,192876724095,,1
TUF-GAMING-750G,87806,Asus,90YE00S3-B0ZA00,ASUS TUF GAMING 750W 80 PLUS GOLD FULLY MODULAR ATX 3.0 PSU 10 YEARS WARRANTY,285.00,,175.00,175.00,175.00,PC Power Supply And Cooling,3,,195553786805,,1
TUF-GAMING-850G,87632,Asus,90YE00S2-B0ZA00,ASUS TUF GAMING 850W 80 PLUS GOLD FULLY MODULAR ATX 3.0 PSU 10 YEARS WARRANTY,325.00,,195.00,195.00,195.00,PC Power Supply And Cooling,4,,195553786645,,1
TUF-RTX5070TI-O16G-GAMING,DZ00111997,Asus,90YV0MD0-M0NA00,ASUS TUF-RTX5070TI-O16G-GAMING GRAPHICS CARD,1989.00,15/08/2026,1799.00,1799.00,1799.00,Graphics Card,0,,0000,,1
TUF-RTX5090-O32G-GAMING,DZ00111994,Asus,90YV0LY0-M0NA00,ASUS TUF-RTX5090-O32G-GAMING GRAPHICS CARD,5899.00,TBC,6499.00,6499.00,6499.00,Graphics Card,0,,1,,1
TUSDH32GCL10U03,88987,Team,TUSDH32GCL10U03,TEAM MICRO SDHC 32GB CLASS10 UHS-I RETAIL W/1Adapter (Black-white card),21.00,,12.20,12.20,12.20,Storage - USB Drive / Memory Card,30,,765441038233,,1
TUSDX64GCL10U03,89862,Team,TUSDX64GCL10U03,Team 64GB microSDHC UHS-I/U1 Class 10 Memory Card with Adapter,15.00,,13.60,13.60,13.60,Storage - USB Drive / Memory Card,13,,765441466906,,1
V500MV-13420H110W,DZ00112426,Asus,90PF05R2-M00BZ0,HN - ASUS V500MV-13420H110W INTEL I5-13420H 16GB DDR5 SO-DIMM 512GB PCIE 4.0 SSD 180W BRONZE WIFI 6E WIN 11 GRAY 1Y ONSITE SERVICE,9999.00,TBC,9999.00,9999.00,9999.00,Desktop PC - Commercial,0,4711636027137,199291027138,,1
VA249QGS,DZ00113479,Asus,90LM02W1-B01111,"ASUS VA249QGS 24-INCH, IPS, FULL HD, HEIGHT ADJUST OPTION,FRAMELESS, 120HZ, ADAPTIVE-SYNC, 1MS MPRT, HDMI, DISPLAYPORT, VGA, LOW BLUE LIGHT,",265.00,,203.00,203.00,203.00,Monitor,30,4711387794951,04711387794951,,1
VA279QGS,DZ00113480,Asus,90LM04J1-B01111,"ASUS VA279QGS 27-INCH, IPS, FULL HD, HEIGHT ADJUST OPTION FRAMELESS, 120HZ, 1MS MPRT, HDMI, DISPLAYPORT, VGA, LOW BLUE LIGHT, FLICKER FREE",329.00,,249.00,249.00,249.00,Monitor,10,4711387794999,04711387794999,,1
VG279QR,84463,Asus,90LM04G0-B02310,"ASUS VG279QR 27"" 1920X1080 3MS 165HZ IPS DP HDMI G-SYNC COMPATIBLE GAMING MONITOR 3YRS WTY",489.00,TBC,249.00,249.00,249.00,Monitor - Gaming,0,4718017895521,4718017895521,,1
VG27AQ3A,89142,Asus,90LM0940-B01910,ASUS VG27AQ3A TUF GAMING 27'' QHD 2560 x 1440 180Hz IPS GAMING MONITOR,625.00,,289.00,289.00,289.00,Monitor - Gaming,6,,VG27AQ3A,,1
VY249HGR,DZ00113042,Asus,90LM06A3-B02A10,""ASUS VY249HGR 23.8 "" FHD (1920 X 1080), IPS, 120HZ(OC), SMOOTHMOTION, 1MS (MPRT), ADAPTIVE SYNC, EYE CARE PLUS TECHNOLOGY, BLUE LIGHT FILTER, FLICKE"",199.00,,148.00,148.00,148.00,Monitor - Gaming,30,4711387723470,04711387723470,,1
VY279HGR,DZ00113043,Asus,90LM06D3-B01A10,""ASUS VY279HGR 27 ""FHD (1920 X 1080), IPS, 120HZ(OC), SMOOTHMOTION, 1MS (MPRT), ADAPTIVE SYNC, EYE CARE PLUS TECHNOLOGY, BLUE LIGHT FILTER,"",230.00,,179.00,179.00,179.00,Monitor - Gaming,30,4711387628942,04711387628942,,1
W5000 KEYBOARD+MOUSE,DZ00110968,Asus,90XB0430-BKM3K0,ASUS W5000 WIRELESS KEYBOARD AND MOUSE SET (BLACK) COPILOT,99.00,,61.86,61.86,61.86,CB01,16,4711387538395,197105538399,,1
WDBA2D0020BBL-WESN,80785,WD,WDBA2D0020BBL-WESN,WD MY PASSPORT FOR MAC 2TB USB 3.0 EXTERNAL HDD,239.00,,183.19,183.19,183.19,Storage - External Hard Drive / SSD,30,,718037869902,,1
WDBA2F0040BBL-WESN,80786,WD,WDBA2F0040BBL-WESN,WD MY PASSPORT FOR MAC 4TB USB 3.0 EXTERNAL HDD,349.00,,275.86,275.86,275.86,Storage - External Hard Drive / SSD,30,,718037869872,,1
WDBA2F0050BBL-WESN,80787,WD,WDBA2F0050BBL-WESN,WD MY PASSPORT FOR MAC 5TB USB 3.0 EXTERNAL HDD,399.00,,303.88,303.88,303.88,Storage - External Hard Drive / SSD,30,,718037871776,,1
WDBEPK0010BBK-WESN,78256,WD,WDBEPK0010BBK-WESN,WD ELEMENTS SE PORTABLE 1TB USB 3.0 EXTERNAL HDD,189.00,,146.55,146.55,146.55,Storage - External Hard Drive / SSD,30,718037859422,718037859422,,1
WDBEPK0020BBK-WESN,78257,WD,WDBEPK0020BBK-WESN,WD ELEMENTS SE PORTABLE 2TB USB 3.0 EXTERNAL HDD,219.00,,174.57,174.57,174.57,Storage - External Hard Drive / SSD,30,718037859385,718037859385,,1
WDBJRT0040BBK-WESN,78538,WD,WDBJRT0040BBK-WESN,WD ELEMENTS SE PORTABLE 4TB USB 3.0 EXTERNAL HDD,319.00,,265.09,265.09,265.09,Storage - External Hard Drive / SSD,30,,718037859477,,1
WDBJRT0050BBK-WESN,80142,WD,WDBJRT0050BBK-WESN,WD ELEMENTS SE PORTABLE 5TB USB 3.0 EXTERNAL HDD,379.00,,295.26,295.26,295.26,Storage - External Hard Drive / SSD,30,718037871486,718037871486,,1
WDBPKJ0040BBK-WESN,80779,WD,WDBPKJ0040BBK-WESN,WD MY PASSPORT 4TB USB 3.2 Gen 1 EXTERNAL HDD BLACK,349.00,,269.40,269.40,269.40,Storage - External Hard Drive / SSD,30,,718037869438,,1
WDBPKJ0040BBL-WESN,80780,WD,WDBPKJ0040BBL-WESN,WD MY PASSPORT 4TB USB 3.2 Gen 1 EXTERNAL HDD BLUE,349.00,31/07/2026,269.40,269.40,269.40,Storage - External Hard Drive / SSD,0,,718037870212,,1
WDBPKJ0040BRD-WESN,80781,WD,WDBPKJ0040BRD-WESN,WD MY PASSPORT 4TB USB 3.2 Gen 1 EXTERNAL HDD RED,349.00,,269.40,269.40,269.40,Storage - External Hard Drive / SSD,30,,718037870236,,1
WDBPKJ0040BWT-WESN,83842,WD,WDBPKJ0040BWT-WESN,WD MY PASSPORT 4TB USB 3.2 Gen 1 EXTERNAL HDD WHITE,349.00,,269.40,269.40,269.40,Storage - External Hard Drive / SSD,30,,718037880921,,1
WDBPKJ0050BBK-WESN,80782,WD,WDBPKJ0050BBK-WESN,WD MY PASSPORT 5TB USB 3.0 EXTERNAL HDD BLACK,389.00,,299.57,299.57,299.57,Storage - External Hard Drive / SSD,30,718037868448,718037868448,,1
WDBR9S0060BBK-WESN,DZ00111444,WD,WDBR9S0060BBK-WESN,WD MY PASSPORT 6TB USB 3.0 EXTERNAL HDD BLACK,469.00,,372.84,372.84,372.84,Storage - External Hard Drive / SSD,5,,718037903873,,1
WDBYVG0010BBK-WESN,80775,WD,WDBYVG0010BBK-WESN,WD MY PASSPORT 1TB USB 3.0 EXTERNAL HDD BLACK,199.00,,150.86,150.86,150.86,Storage - External Hard Drive / SSD,30,,718037869469,,1
WDBYVG0020BBK-WESN,80776,WD,WDBYVG0020BBK-WESN,WD MY PASSPORT 2TB USB 3.0 EXTERNAL HDD BLACK,229.00,,178.88,178.88,178.88,Storage - External Hard Drive / SSD,30,,718037869476,,1
WDBYVG0020BBL-WESN,80777,WD,WDBYVG0020BBL-WESN,WD MY PASSPORT 2TB USB 3.0 EXTERNAL HDD BLUE,229.00,,178.88,178.88,178.88,Storage - External Hard Drive / SSD,30,,718037870281,,1
WDBYVG0020BRD-WESN,80778,WD,WDBYVG0020BRD-WESN,WD MY PASSPORT 2TB USB 3.0 EXTERNAL HDD RED,229.00,,178.88,178.88,178.88,Storage - External Hard Drive / SSD,30,,718037870168,,1
WDBYVG0020BWT-WESN,82869,WD,WDBYVG0020BWT-WESN,WD MY PASSPORT 2TB USB 3.0 EXTERNAL HDD WHITE,229.00,,178.88,178.88,178.88,Storage - External Hard Drive / SSD,30,,718037881027,,1
X6W31AA(200WLMSBLK),89963,HP,X6W31AA,HP 200 WIRELESS MOUSE - BLACK,27.99,,16.18,16.18,16.18,Desktop PC Accessory - Consumer / Gaming,30,,889899982709,,1
X870 EAGLE WIFI7,DZ00111897,Gigabyte,X870 EAGLE WIFI7,GIGABYTE X870 EAGLE WIFI7 MOTHERBOARD,519.00,,375.00,375.00,375.00,Motherboard,8,,889523045312,,1
X870 GAMING X WIFI7,DZ00111787,Gigabyte,X870 GAMING X WIFI7,GIGABYTE X870 GAMING X WIFI7 MOTHERBOARD,599.00,TBC,399.80,399.80,399.80,Motherboard,0,,889523045497,,1
Z790 D AX,DZ00112401,Gigabyte,Z790 D AX,GIGABYTE Z790 D AX MOTHERBOARD,379.00,,288.00,288.00,288.00,Motherboard,2,,889523042052,,1
Z890 UD WIFI6E,DZ00111275,Gigabyte,Z890 UD WIFI6E,GIGABYTE Z890 UD WIFI6E MOTHERBOARD,419.00,,299.90,299.90,299.90,Motherboard,4,,889523045336,,1
