ProductCode,ManufacturerProductCode,ProductTitle,PriceExGST,PriceRRP,ProductCategory,StockOnHand,ProductDescription,ProductManufacturer,PromotionCode,NextAvailableStockDue
6SP30AA,6SP30AA,"HP Bluetooth Travel Mouse",39.07,45.00,"Mice & Keyboards",4,"Buttons : 5 buttons (Right and left click buttons,scroll,and 2 programmable buttons (Default Forward and Backward) Compatible Operating Systems : Windows 10 RS4 or later (64 bit); MacOS 10.13 High Sierra or later Minimum System Requirements : Bluetooth 4.0 and Windows 10 RS4 or later or MacOS 10.13 High Sierra or later and HP Accessory Center software; Internet connection for software download Battery type : Replaceable batteries Battery life : Up to 24 months on 2 AA batteries; Up to 12 months on 1 AA battery Minimum dimensions (W x D x H) : 65 x 32 x 101 mm Weight : 0.05 kg Package dimensions (W x D x H) : 63 x 103 x 32 mm Package weight: 0.2 kg What''s in the box 	HP Bluetooth Travel Mouse 	Two AA batteries 	Quick Start guide 	Warranty card",HP,,
75TR3BF,75TR3BF,"LG 75TR3BF 4K 16/7 280nit IR Multi Touch",4771.20,,"Signage & Displays",2,"With differentiated cutting-edge touch technology,the TR3BF Series supports Dual Pen & multi-touch functions providing accurate drawing and authentic touch quality - In addition,the Air Class and web browsers support multi-directional communication and interactive learning,which will help you achieve the successful business -  Key Features Brightness(w/Protection Glass) : 350 cd/m2 Touch Type : IR Multi Touch Point : Max 20 Point Interface : HDMI (3),RGB / Audio In,RS232C In,RJ45,USB 2.0 (3,Front : 2ea,Bottom side: 1ea Only for software update),USB 3.0 (3),Touch Out(USB2.0,B Type) (2),HDMI (1),Optical Output / Audio Out",LG,,28/10/2021
75UH5F-H,75UH5F-H,"LG 75UH5F-H 75"" LED 4K 24/7 500nit Signage Display",3748.80,.00,"Signage & Displays",0,"75"" UHD 4K Panel",LG,,28/10/2021
75UL3J-B,75UL3J-B,"LG 75UL3J-B 75"" LED FHD 16/7 330nit Signage Display",3067.20,.00,"Signage & Displays",0,"LG 75"",UHD,16:9,330nit,16/7,dual orientation,webOS Signage Panel,Compatible with One Quick Share,3yrs on-site warranty",LG,,
75UR640S0TD,75UR640S0TD,"LG 75UR640S 75"" 4K Commercial TV",3067.20,.00,"Signage & Displays",0,"LG 75"",UHD,16:9,300nit,16/7,webOS Commercial TV Signage,3yrs on-site warranty",LG,,8/12/2021
75XF3C,75XF3C,"LG 75XF3C 75"" UHD 24/7 3000nit High Bright Outdoor",10224.00,.00,"Signage & Displays",0,"LG - 75XF3C 75"" Open frame High Bright Out Door",LG,,
75XS2E,75XS2E,"LG 75XS2E 75"" FHD 24/7 2500nit Window High Bright",11928.00,.00,"Signage & Displays",0,"LED 75"" outdoor,Highest brightness Low power consumption,Fanless",LG,,
75XS4G,75XS4G,"LG 75XS4G 75"" UHD 24/7 4000nit Framed High Bright",11928.00,.00,"Signage & Displays",0,"LG 75XS4G 75"" UHD 24/7 4000nit Framed High Bright",LG,,8/12/2021
7AX23AA,7AX23AA,"HP Mini-in-One 23.8"" Display",457.88,580.00,Monitors,0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   IPS Micro Edge LED Backlit LCD,16:9 Aspect Ratio,Up to 178 Degrees Horizontal and 178 Degrees Vertical Viewing Angles,250 nits Brightness,1000:1 Contrast Ratio,14ms Response Time,1920X1080 @ 60Hz Native Resolution,1X DisplayPort Input Connectors,3 Year Warranty",HP,43746797,
7KW72A,7KW72A,"HP Color LaserJet Pro MFP M282nw Printer",352.95,527.00,"Laser Printers",0,"Promotional pricing on this item is available until 07/11/21 when purchased as a standalone item.     &lt;b&gt;Get high-quality colour,wireless printing,and smart mobility and security solutions.&lt;/b&gt;&lt;/font&gt; &lt;i&gt;An efficient,wireless MFP for high-quality colour and business productivity     Save time with Smart Tasks in HP Smart app and print and scan from your phone     Get seamless connections and strong security designed to help detect and stop attacks.&lt;/i&gt;&lt;/font&gt;",HP,43821971,
7KW74A,7KW74A,"HP Color LaserJet Pro MFP M283fdn Printer",358.79,549.00,"Laser Printers",0,"Promotional pricing on this item is available until 07/11/21 when purchased as a standalone item.     &lt;b&gt;Get high-quality colour,wireless two-sided printing,and smart mobility and security.&lt;/b&gt;&lt;/font&gt;  &lt;i&gt;An efficient,wireless MFP with fax for high-quality colour and &lt;/i&gt;&lt;/font&gt;&lt;i style=""font-size: large;""&gt;productivity     Save time with Smart Tasks in HP Smart app and print &lt;/i&gt;&lt;i style=""font-size: large;""&gt;and scan from your phone     Get seamless connections and strong &lt;/i&gt;&lt;i style=""font-size: large;""&gt;security designed to help detect and stop attacks.&lt;/i&gt;",HP,43821971,24/1/2022
7KW75A,7KW75A,"HP Color LaserJet Pro MFP M283fdw Printer",398.75,604.00,"Laser Printers",0,"Promotional pricing on this item is available until 07/11/21 when purchased as a standalone item.     An efficient,wireless MFP with fax for high-quality color and productivity     Save time with Smart Tasks in HP Smart app,and print and scan from your phone     Get seamless connections and strong security designed to help detect and stop attacks.&lt;/font&gt; &lt;font size=""2""&gt;Dynamic security enabled printer     Only intended to be used with cartridges using an HP original chip     Cartridges using a non-HP chip may not work,and those that work today may not work in the future.&lt;/font&gt; &lt;font size=""2""&gt;http://www.hp.com/go/learnaboutsupplies&lt;/font&gt;",HP,43821971,31/10/2021
7PJ38AA,7PJ38AA,"HP USB-C Travel Hub G2",82.49,95.00,"Notebook Options",0,"HP USB-C Travel Hub G2",HP,,
7PS82A,7PS82A,"HP LaserJet Ent M610dn Printer",1441.44,1915.00,"Printer Hardware",0,"HP LaserJet Ent M610dn Printer",HP,,
7PS84A,7PS84A,"HP LaserJet Enterprise M611dn Printer",1851.67,2460.00,"Laser Printers",0,"HP LaserJet Enterprise M611dn Printer",HP,,
7PS85A,7PS85A,"HP LaserJet Ent M611x Printer",2330.39,3096.00,"Printer Hardware",0,"HP LaserJet Ent M611x Printer",HP,,
7PS86A,7PS86A,"HP LaserJet Enterprise M612dn Printer",2604.38,3460.00,"Laser Printers",0,"HP LaserJet Enterprise M612dn Printer",HP,,
7PS87A,7PS87A,"HP LaserJet Enterprise M612x Printer",3083.10,4096.00,"Printer Hardware",0,"HP LaserJet Enterprise M612x Printer",HP,,
7PS94A,7PS94A,"HP LaserJet Enterprise MFP M634dn Printer",3492.14,4639.43,"Printer Hardware",0,"HP LaserJet Enterprise MFP M634dn Printer",HP,,
7PS97A,7PS97A,"HP LaserJet Enterprise MFP M635h Printer",4258.35,5657.36,"Printer Hardware",0,"HP LaserJet Enterprise MFP M635h Printer",HP,,
7PS98A,7PS98A,"HP LaserJet Enterprise MFP M635fht Printer",4860.52,6457.36,"Printer Hardware",0,"HP LaserJet Enterprise MFP M635fht Printer",HP,,
7PS99A,7PS99A,"HP LaserJet Enterprise Flow MFP M635z Printer",6198.84,8235.36,"Printer Hardware",0,"HP LaserJet Enterprise Flow MFP M635z Printer",HP,,
7PT00A,7PT00A,"HP LaserJet Enterprise MFP M636fh Printer",4467.60,5935.36,"Printer Hardware",0,"HP LaserJet Enterprise MFP M636fh Printer",HP,,
7QH79A,7QH79A,"HP ScanJet 2000s2/3000s4/4000snw1 Roller Replacement Kit",128.48,170.69,"Scanners & Scanner Supplies",0,"HP ScanJet 2000s2/3000s4/4000snw1 Roller Replacement Kit",HP,,
7UZ36AA,7UZ36AA,"HP PRODISPLAY P22H G4 21.5"" WIDE LED MONITOR",226.31,290.00,Monitors,0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   IPS LED Backlit LCD,16:9 Aspect Ratio,Up to 178 Degrees Horizontal and 178 Degrees Vertical Viewing Angles,250 nits Brightness,1000:1 Contrast Ratio,5ms Response Time,1920X1080 @ 60Hz Native Resolution,VGA,HDMI 1.4 and DisplayPort 1.2 What''s in the box: AC Power Cord Audio Cable VGA Cable HDMI Cable Note: Display Port not included",HP,43746797,
7VH44AA,7VH44AA,"HP PRODISPLAY P24H G4 23.8"" WIDE LED MONITOR",252.62,325.00,Monitors,0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.     IPS LED Backlit LCD,16:9 Aspect Ratio,Up to 178 Degrees Horizontal and 178 Degrees Vertical Viewing Angles,250 nits Brightness,1000:1 Contrast Ratio,5ms Response Time,1920X1080 @ 60Hz Native Resolution,VGA,HDMI 1.4 and DisplayPort 1.2 What''s in the box: AC Power Cord Audio Cable VGA Cable HDMI Cable Note: Display Port not included",HP,43746797,
7VH95AA,7VH95AA,"HP PRODISPLAY P27H G4 27"" WIDE LED MONITOR",299.99,380.00,Monitors,0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   IPS LED Backlit LCD,16:9 Aspect Ratio,Up to 178 Degrees Horizontal and 178 Degrees Vertical Viewing Angles,250 nits Brightness,1000:1 Contrast Ratio,5ms Response Time,1920X1080 @ 60Hz Native Resolution,VGA,HDMI 1.4 and DisplayPort 1.2 What''s in the box: AC Power Cord Audio Cable VGA Cable HDMI Cable Note: Display Port Cable not included",HP,43746797,
7WN43A,7WN43A,"HP DeskJet 2330 AiO Printer",55.14,70.00,"Ink Printers",0,"Promotional pricing on this item is available until 07/11/21 when purchased as a standalone item.   HP DeskJet 2330 AiO Printer",HP,43821971,
7ZE80AA,7ZE80AA,"HP All in One Carry On Luggage",217.10,250.00,"HP Notebook Bags",0,"Keep your personal and business necessities separate and secure with the HP All in One Carry On Luggage Minimum dimensions (W x D x H): 36cm x 23cm x 56cm Weight: 3.4 kg",HP,,
7ZU78A,7ZU78A,"HP Color LaserJet Enterprise M555dn Printer",1257.03,1670.00,"Printer Hardware",0,"HP Color LaserJet Enterprise M555dn Printer",HP,,
7ZU79A,7ZU79A,"HP Color LaserJet Enterprise M555x Printer",1490.37,1980.00,"Printer Hardware",0,"HP Color LaserJet Enterprise M555x Printer",HP,,
7ZU81A,7ZU81A,"HP Color LaserJet Enterprise M554dn Printer",1098.96,1460.00,"Printer Hardware",0,"HP Color LaserJet Enterprise M554dn Printer",HP,,
7ZU85A,7ZU85A,"HP Color LaserJet Enterprise MFP M578dn Printer",3673.22,4880.00,"Printer Hardware",0,"HP Color LaserJet Enterprise MFP M578dn Printer",HP,,
7ZU86A,7ZU86A,"HP Color LaserJet Enterprise MFP M578f Printer",4260.34,5660.00,"Printer Hardware",0,"HP Color LaserJet Enterprise MFP M578f Printer",HP,,
7ZU88A,7ZU88A,"HP LaserJet Colour Enterprise Flow MFP M578z Printer",4395.83,5840.00,"Printer Hardware",0,"HP LaserJet Colour Enterprise Flow MFP M578z Printer",HP,,
81400310-DEMO,81400310-DEMO,"Huawei AR1200 Value-Added Security Package",495.86,1579.16,,0,"Huawei AR1200 Value-Added Security Package","HUAWEI ENTERPRISE",,
81400315-DEMO,81400315-DEMO,"Huawei AR1200 DSVPN(Dynamic Smart VPN) Function",51.12,162.80,,0,"Huawei AR1200 DSVPN(Dynamic Smart VPN) Function","HUAWEI ENTERPRISE",,
86BH5C,86BH5C,"LG 86BH5C 86"" LED UHD 58:9 500nit Wide Display",5793.60,,"Signage & Displays",0,"LG 86BH5C 86-Inch LED Wide 24/7 Use 58:9 3840 x 600 500nit 200 x 600 Vesa Mount Stretched Display Panel",LG,,
86TR3BF,86TR3BF,"LG 86TR3BF 4K 16/7 280nit IR Multi Touch",5680.00,,"Signage & Displays",0,"LG - 86TR3BF IR Multi Touch",LG,,26/10/2021
86UH5F-H,86UH5F-H,"LG 86UH5F-H 86"" LED 4K 24/7 500nit Signage Display",6020.80,.00,"Signage & Displays",1,"LG 86UH5F-H 86"" LED 4K 24/7 500nit Signage Display",LG,,20/10/2021
86UL3J-B,86UL3J-B,"LG 86UL3J-B 86"" LED FHD 16/7 330nit Signage Display",5566.40,.00,"Signage & Displays",0,"LG 86"",UHD,16:9,330nit,16/7,dual orientation,webOS Signage Panel,Compatible with One Quick Share,3yrs on-site warranty",LG,,26/10/2021
86UR640S0TD,86UR640S0TD,"LG 86UR640S 86"" 4K Commercial TV",4430.40,.00,"Signage & Displays",0,"LG 86"",UHD,16:9,300nit,16/7,webOS Commercial TV Signage,3yrs on-site warranty",LG,,8/12/2021
86UT640S,86UT640S,"LG 86UT640S 86"" 4K Commercial TV",4430.40,,"Commercial Panel/Display Accessories",4,"LG 86UT640S 86"" Commercial TV",LG,,
88033NBC-DEMO,88033NBC-DEMO,"Huawei Storage UltraPath Software License",535.28,2356.00,,0,"UltraPath Software License","HUAWEI ENTERPRISE",,
88034NKN-DEMO,88034NKN-DEMO,"Huawei storage Basic Software Licenses,Enhanced Version",1274.82,5611.00,,0,"Basic Software Licenses,Enhanced Version (Including DeviceManager,SmartThin,SmartMigration,SmartDedupe,SmartCompression,SmartQoS,SystemReporter,eService)","HUAWEI ENTERPRISE",,
88035WTD-DEMO,88035WTD-DEMO,"Huawei S57XX-H Series Basic SW Per Device",192.72,1000.00,,0,"Huawei S57XX-H Series Basic SW,Per Device","HUAWEI ENTERPRISE",,
88BH7D,88BH7D,"LG 88BH7D 88"" LED UHD 32:9 24/7 700nit Wide Display",6315.00,,"Signage & Displays",1,"Promotional pricing on this item is available while stocks last or until 31/12/21 when purchased as a standalone item.   Ultra Stretch 86BH5C/BH7C is a new signage format with a 58:9 widescreen that can display dynamic content depending on the user''s installation environment(e.g - airports,subways,banks,art galleries,or retail stores) - This product is also a work of structural art in itself that can be seen as digital decor - Key Features - Brightness(Typ.): 700 cd/m2 - Aspect Ratio: 32:9 - Bezel: 4.4 mm(L/R),5.9 mm(T/B) - Depth: 84.8mm - Interface: HDMI (3),DP,RJ45,IR,USB (2),SD Card,RS232C",LG,LG-CLEARANCE-MER24613VF,
88BH7F,88BH7F,"LG 88BH7F 88"" LED UHD 32:9 24/7 700nit Wide Display",9315.20,.00,"Signage & Displays",0,"LG 88BH7F 88"" LED UHD 32:9 24/7 700nit Wide Display",LG,,
8AJ60A,8AJ60A,"HP DesignJet T200/T600 Auto Sheet Feeder",176.50,194.10,"Large Format Printer Accessories",1,"HP DesignJet T200/T600 Auto Sheet Feeder",HP,,
8JU62AA,8JU62AA,"HP Pro Pen",78.16,90.00,"Notebook Options",0,"HP Pro Pen",HP,,
8KB67PA,8KB67PA,"HP T740 THINPRO AMD RYZEN V1756B 16GF/8GR THIN CLIENT",702.08,965.00,"Thin Clients",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   AMD Ryzen V1756B 3.25GHz Quad Core Processor with Radeon Vega 8 Graphics,16GB Flash,8GB Ram,4X DisplayPort with Multi Stream,Internal Speaker,Audio in and out,Gigabit Ethernet,2X USB 2.0,4X USB 3.0,1X USB Type C,USB Keyboard and Mouse Included,HP Thin Pro",HP,43859351,
8KB72PA,8KB72PA,"HP T740 W10 IOT 2019 AMD RYZEN V1756B 64GF/8GR THIN CLIENT",921.02,1150.00,"Thin Clients",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   AMD Ryzen V1756B 3.25GHz Quad Core Processor with Radeon Vega 8 Graphics,64GB Flash,8GB Ram,4X DisplayPort with Multi Stream,Internal Speaker,Audio in and out,Gigabit Ethernet,2X USB 2.0,4X USB 3.0,1X USB Type C,USB Keyboard and Mouse Include,Microsoft Windows Embedded Standard 10 IOT 2019",HP,43859351,
8LK90PA,8LK90PA,"HP T640 THINPRO AMD RYZEN 1505G 16GF/4GR THIN CLIENT",509.02,770.00,"Thin Clients",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   AMD Ryzen 1505G 2.4GHz Dual Core Processor with Radeon Vega 3 Graphics,16GB Flash,4GB Ram,3X DisplayPort with Multi Stream,Internal Speaker,Audio in and out,Gigabit Ethernet,2X USB 2.0,4X USB 3.0,1X USB Type C,USB Keyboard and Mouse Included,HP Thin Pro",HP,43859351,
8LK91PA,8LK91PA,"HP T640 THINPRO AMD RYZEN 1505G 16GF/4GR WIFI THIN CLIENT",521.23,790.00,"Thin Clients",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   AMD Ryzen 1505G 2.4GHz Dual Core Processor with Radeon Vega 3 Graphics,16GB Flash,4GB Ram,3X DisplayPort with Multi Stream,Internal Speaker,Audio in and out,Gigabit Ethernet,2X USB 2.0,4X USB 3.0,1X USB Type C,Intel 9260 802.11ac Wireless Lan,Bluetooth 5.0,USB Keyboard and Mouse Included,HP Thin Pro",HP,43859351,
8LK92PA,8LK92PA,"HP T640 W10 IOT 2019 AMD RYZEN 1505G 64GF/8GR THIN CLIENT",641.03,940.00,"Thin Clients",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   AMD Ryzen 1505G 2.4GHz Dual Core Processor with Radeon Vega 3 Graphics,64GB Flash,8GB Ram,3X DisplayPort with Multi Stream,Internal Speaker,Audio in and out,Gigabit Ethernet,2X USB 2.0,4X USB 3.0,1X USB Type C,USB Keyboard and Mouse Included,Microsoft Windows Embedded Standard 10 IOT 2019",HP,43859351,
8PA50A,8PA50A,"HP 5-pack Carrier Sheet Kit",64.89,86.21,"Scanners & Scanner Supplies",0,"HP 5-pack Carrier Sheet Kit",HP,,
8PB31PA,8PB31PA,"HP T640 W10 IOT 2019 AMD RYZEN 1505G 128GF/8GR VGA THIN CLIE",686.82,970.00,"Thin Clients",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   AMD Ryzen 1505G 2.4GHz Dual Core Processor with Radeon Vega 3 Graphics,128GB Flash,8GB Ram,3X DisplayPort with Multi Stream,Internal Speaker,Audio in and out,Gigabit Ethernet,2X USB 2.0,4X USB 3.0,1X USB Type C,VGA Port,USB Keyboard and Mouse Included,Microsoft Windows Embedded Standard 10 IOT 2019",HP,43859351,
8RA46AA,8RA46AA,"HP B250 PC Mounting Bracket",37.89,70.00,"Monitor Options",0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   HP B250 PC Mounting Bracket",HP,43746797,
8RB10PA,8RB10PA,"HP Z6 G4 XEON 4208 32GB 1TB RTX4000 WIN 10 PRO",5265.77,6995.00,Workstations,0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.     Intel Xeon 4208 Eight Core 2.1GHz 11MB Cache 2400Mhz 85W Processor,32GB DDR4 2933MHz Registered Ram (4X8GB),HP Z Turbo G2 1TB M.2 NVMe Solid State Drive,nVidia Quadro RTX4000 8GB Dedicated Graphics Card,HP USB Keyboard and Mouse,Air Cooling,1000W 90% Efficient Power Supply,Windows 10 Professional for Workstations Plus 64 Bit",HP,43733921,
8RH43PA,8RH43PA,"HP Z6 G4 XEON W-3245 64GB 2TB RTX5000 WIN 10 PRO",12395.55,15500.00,Workstations,0,"Promotional pricing on this item is available until 30/11/21 when purchased as a standalone item.   Intel Xeon W-3245 Sixteen Core 3.2GHz 22MB Cache 2933Mhz 205W Processor,64GB DDR4 2933MHz Registered Ram (4X16GB),HP Z Turbo G2 2TB M.2 NVMe Solid State Drive,nVidia Quadro RTX5000 16GB Dedicated Graphics Card,HP USB Keyboard and Mouse,Air Cooling,1000W 90% Efficient Power Supply,Windows 10 Professional for Workstations Plus 64 Bit",HP,43733921,
8SB02A,8SB02A,"HP PageWide XL Drawer",4200.97,4620.00,"Large Format Printer Accessories",0,"HP PageWide XL Drawer",HP,,
8SB04A,8SB04A,"HP PageWide XL Pro High-Capacity Stacker",9093.00,10000.00,"Large Format Printer Accessories",0,"HP PageWide XL Pro High-Capacity Stacker",HP,,
8SB05A,8SB05A,"HP PageWide XL Pro Series Sheet Feeder",28837.54,31714.00,"Large Format Printer Accessories",0,"HP PageWide XL Pro Series Sheet Feeder",HP,,
8SB07A,8SB07A,"HP PageWide XL PostScript/PDF Upgrade Kit",2318.71,2550.00,"Large Format Printer Accessories",0,"HP PageWide XL PostScript/PDF Upgrade Kit",HP,,
8SB09A,8SB09A,"HP PageWide XL Folder Upgrade Kit for Long Plots",5716.77,6287.00,"Large Format Printer Accessories",0,"HP PageWide XL Folder Upgrade Kit for Long Plots",HP,,
