"Brand","Mftr Code","Description","Long Description","Dove Code","Price","Qty","Category 1","Category 2","Image URL","Product URL","Barcode","Current Due Date"
"Epson","C13T133192","Epson 133 Black Ink Cartridge","Compatible With: WorkForce 320, Stylus NX420, Stylus NX125, Stylus N11, WorkForce 325, Stylus NX430, Stylus NX230, WorkForce 435, Stylus NX130","EP0160","19.60","27","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19431-36121912.jpg","https://www.dove.co.nz/jump/19431","9314020608315","0 day(s)"
"Epson","C13T133292","Epson 133 Cyan Ink Cartridge","Compatible With: WorkForce 320, Stylus NX420, Stylus NX125, Stylus N11, WorkForce 325, Stylus NX430, Stylus NX230, WorkForce 435, Stylus NX130","EP0161","19.60","1","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19432-36121912.jpg","https://www.dove.co.nz/jump/19432","9314020608339","5 day(s)"
"Epson","C13T133392","Epson 133 Magenta Ink Cartridge","Compatible With: WorkForce 320, Stylus NX420, Stylus NX125, Stylus N11, WorkForce 325, Stylus NX430, Stylus NX230, WorkForce 435, Stylus NX130","EP0162","19.60","2","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19433-36121912.jpg","https://www.dove.co.nz/jump/19433","9314020608353","5 day(s)"
"Epson","C13T133492","Epson 133 Yellow Ink Cartridge","Compatible With: WorkForce 320, Stylus NX420, Stylus NX125, Stylus N11, WorkForce 325, Stylus NX430, Stylus NX230, WorkForce 435, Stylus NX130","EP0163","19.60","0","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19434-37121912.jpg","https://www.dove.co.nz/jump/19434","9314020608377","5 day(s)"
"Epson","C13T133692","Epson 133 4 Ink Cartridge Value Pack","Compatible With: WorkForce 320, Stylus NX420, Stylus NX125, Stylus N11, WorkForce 325, Stylus NX430, Stylus NX230, WorkForce 435, Stylus NX130","EP0164","66.80","0","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19435-47141911.jpg","https://www.dove.co.nz/jump/19435","9314020608827","5 day(s)"
"Epson","C13T293192","Epson 220 Black Ink Cartridge","Compatible With: WorkForce WF-2650, Expression Home XP-420, Expression Home XP-320, Expression Home XP-324, Expression Home XP-220, WorkForce WF-2660, WorkForce WF-2630, WorkForce WF-2750, WorkForce WF-2760","EP0180","14.80","13","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19436-37121912.jpg","https://www.dove.co.nz/jump/19436","9314020617201","0 day(s)"
"Epson","C13T294192","Epson 220XL Black High Yield Ink Cartridge","Compatible With: WorkForce WF-2650, Expression Home XP-420, Expression Home XP-320, Expression Home XP-324, Expression Home XP-220, WorkForce WF-2660, WorkForce WF-2630, WorkForce WF-2750, WorkForce WF-2760","EP0181","28.20","29","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19440-37121912.jpg","https://www.dove.co.nz/jump/19440","9314020617126","0 day(s)"
"Epson","C13T293292","Epson 220 Cyan Ink Cartridge","Compatible With: WorkForce WF-2650, Expression Home XP-420, Expression Home XP-320, Expression Home XP-324, Expression Home XP-220, WorkForce WF-2660, WorkForce WF-2630, WorkForce WF-2750, WorkForce WF-2760","EP0182","12.80","21","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19437-37121912.jpg","https://www.dove.co.nz/jump/19437","9314020617225","0 day(s)"
"Epson","C13T294292","Epson 220XL Cyan High Yield Ink Cartridge","Compatible With: WorkForce WF-2650, Expression Home XP-420, Expression Home XP-320, Expression Home XP-324, Expression Home XP-220, WorkForce WF-2660, WorkForce WF-2630, WorkForce WF-2750, WorkForce WF-2760","EP0183","26.90","27","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19441-38121912.jpg","https://www.dove.co.nz/jump/19441","9314020617140","0 day(s)"
"Epson","C13T293392","Epson 220 Magenta Ink Cartridge","Compatible With: WorkForce WF-2650, Expression Home XP-420, Expression Home XP-320, Expression Home XP-324, Expression Home XP-220, WorkForce WF-2660, WorkForce WF-2630, WorkForce WF-2750, WorkForce WF-2760","EP0184","12.80","14","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19438-38121912.jpg","https://www.dove.co.nz/jump/19438","9314020617249","0 day(s)"
"Epson","C13T294392","Epson 220XL Magenta High Yield Ink Cartridge","Compatible With: WorkForce WF-2650, Expression Home XP-420, Expression Home XP-320, Expression Home XP-324, Expression Home XP-220, WorkForce WF-2660, WorkForce WF-2630, WorkForce WF-2750, WorkForce WF-2760","EP0185","26.90","21","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19442-38121912.jpg","https://www.dove.co.nz/jump/19442","9314020617164","0 day(s)"
"Epson","C13T293492","Epson 220 Yellow Ink Cartridge","Compatible With: WorkForce WF-2650, Expression Home XP-420, Expression Home XP-320, Expression Home XP-324, Expression Home XP-220, WorkForce WF-2660, WorkForce WF-2630, WorkForce WF-2750, WorkForce WF-2760","EP0186","13.50","2","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19439-38121912.jpg","https://www.dove.co.nz/jump/19439","9314020617263","5 day(s)"
"Epson","C13T294492","Epson 220XL Yellow High Yield Ink Cartridge","Compatible With: WorkForce WF-2650, Expression Home XP-420, Expression Home XP-320, Expression Home XP-324, Expression Home XP-220, WorkForce WF-2660, WorkForce WF-2630, WorkForce WF-2750, WorkForce WF-2760","EP0187","26.90","15","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19443-38121912.jpg","https://www.dove.co.nz/jump/19443","9314020617188","0 day(s)"
"Epson","C13T294692","Epson 220XL 4 Ink High Yield Ink Cartridge Value Pack","Compatible With: WorkForce WF-2650, Expression Home XP-420, Expression Home XP-320, Expression Home XP-324, Expression Home XP-220, WorkForce WF-2660, WorkForce WF-2630, WorkForce WF-2750, WorkForce WF-2760","EP0188","103.60","28","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19444-39121912.jpg","https://www.dove.co.nz/jump/19444","9314020617539","0 day(s)"
"Epson","C13T253192","Epson 252XL Black High Yield Ink Cartridge","Compatible With: WorkForce WF-7620, WorkForce WF-7610, WorkForce WF-3640, WorkForce WF-3620, WorkForce WF-7710, WorkForce WF-7720","EP0320","38.30","20","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19445-41121912.jpg","https://www.dove.co.nz/jump/19445","9314020614989","0 day(s)"
"Epson","C13T253292","Epson 252XL Cyan High Yield Ink Cartridge","Compatible With: WorkForce WF-7620, WorkForce WF-7610, WorkForce WF-3640, WorkForce WF-3620, WorkForce WF-7710, WorkForce WF-7720","EP0323","36.30","8","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19446-41121912.jpg","https://www.dove.co.nz/jump/19446","9314020615009","0 day(s)"
"Epson","C13T253392","Epson 252XL Magenta High Yield Ink Cartridge","Compatible With: WorkForce WF-7620, WorkForce WF-7610, WorkForce WF-3640, WorkForce WF-3620, WorkForce WF-7710, WorkForce WF-7720","EP0325","36.30","4","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19447-41121912.jpg","https://www.dove.co.nz/jump/19447","9314020615023","5 day(s)"
"Epson","C13T253492","Epson 252XL Yellow High Yield Ink Cartridge","Compatible With: WorkForce WF-7620, WorkForce WF-7610, WorkForce WF-3640, WorkForce WF-3620, WorkForce WF-7710, WorkForce WF-7720","EP0327","36.30","7","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19448-41121912.jpg","https://www.dove.co.nz/jump/19448","9314020615047","0 day(s)"
"Epson","C13T03K192","Epson T502 Black Ink Bottle","Compatible With: EcoTank ET-4750, EcoTank ET-3700, EcoTank ET-2750, EcoTank ET-4850, EcoTank ET-3800, EcoTank ET-2850","EP0334","23.70","0","Printer Consumables","_Unspecified","https://www.dove.co.nz/images/products/24061-25132811.jpg","https://www.dove.co.nz/jump/24061","","0 day(s)"
"Epson","C13T03K292","Epson T502 Cyan Ink Bottle","Compatible With: EcoTank ET-4750, EcoTank ET-3700, EcoTank ET-2750, EcoTank ET-4850, EcoTank ET-3800, EcoTank ET-2850","EP0335","12.20","0","Printer Consumables","_Unspecified","https://www.dove.co.nz/images/products/24062-27132811.jpg","https://www.dove.co.nz/jump/24062","","0 day(s)"
"Epson","C13T03K392","Epson T502 Magenta Ink Bottle","Compatible With: EcoTank ET-4750, EcoTank ET-3700, EcoTank ET-2750, EcoTank ET-4850, EcoTank ET-3800, EcoTank ET-2850","EP0336","12.20","0","Printer Consumables","_Unspecified","https://www.dove.co.nz/images/products/24063-30132811.jpg","https://www.dove.co.nz/jump/24063","","0 day(s)"
"Epson","C13T03K492","Epson T502 Yellow Ink Bottle","Compatible With: EcoTank ET-4750, EcoTank ET-3700, EcoTank ET-2750, EcoTank ET-4850, EcoTank ET-3800, EcoTank ET-2850,","EP0337","12.20","0","Printer Consumables","_Unspecified","","https://www.dove.co.nz/jump/24064","","0 day(s)"
"Epson","C13T140192","Epson 140 Black Extra High Yield Ink Cartridge","Compatible With: WorkForce 60, WorkForce WF-7510, WorkForce 840, WorkForce 633, WorkForce 630, WorkForce WF-7520, WorkForce 7010, WorkForce 645, Stylus NX635, WorkForce 845, WorkForce WF-3540, WorkForce WF-3520","EP0501","33.70","16","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/21078-4112412.jpg","https://www.dove.co.nz/jump/21078","9314020608476","0 day(s)"
"Epson","C13T140292","Epson 140 Cyan Extra High Yield Ink Cartridge","Compatible With: WorkForce 60, WorkForce WF-7510, WorkForce 840, WorkForce 633, WorkForce 630, WorkForce WF-7520, WorkForce 7010, WorkForce 645, Stylus NX635, WorkForce 845, WorkForce WF-3540, WorkForce WF-3520","EP0503","26.30","13","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/21079-42121912.jpg","https://www.dove.co.nz/jump/21079","9314020608490","0 day(s)"
"Epson","C13T140392","Epson 140 Magenta Extra High Yield  Ink Cartridge","Compatible With: WorkForce 60, WorkForce WF-7510, WorkForce 840, WorkForce 633, WorkForce 630, WorkForce WF-7520, WorkForce 7010, WorkForce 645, Stylus NX635, WorkForce 845, WorkForce WF-3540, WorkForce WF-3520","EP0505","26.30","10","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20919-3131311.jpg","https://www.dove.co.nz/jump/20919","9314020608513","0 day(s)"
"Epson","C13T140492","Epson 140 Yellow Extra High Yield Ink Cartridge","Compatible With: WorkForce 60, WorkForce WF-7510, WorkForce 840, WorkForce 633, WorkForce 630, WorkForce WF-7520, WorkForce 7010, WorkForce 645, Stylus NX635, WorkForce 845, WorkForce WF-3540, WorkForce WF-3520","EP0507","26.30","7","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20920-4131311.jpg","https://www.dove.co.nz/jump/20920","9314020608537","0 day(s)"
"Epson","C13T339192","Epson 410XL Black High Yield Ink Cartridge","Compatible With: Expression Premium XP-630, Expression Premium XP-530, Expression Premium XP-640, Expression Premium XP-540, Expression Premium XP-900","EP0520","28.90","13","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19449-42121912.jpg","https://www.dove.co.nz/jump/19449","9314020619328","0 day(s)"
"Epson","C13T340292","Epson 410XL Cyan High Yield Ink Cartridge","Compatible With: Expression Premium XP-630, Expression Premium XP-530, Expression Premium XP-640, Expression Premium XP-540, Expression Premium XP-900","EP0521","28.90","7","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19450-42121912.jpg","https://www.dove.co.nz/jump/19450","9314020619342","0 day(s)"
"Epson","C13T340392","Epson 410XL Magenta High Yield Ink Cartridge","Compatible With: Expression Premium XP-630, Expression Premium XP-530, Expression Premium XP-640, Expression Premium XP-540, Expression Premium XP-900","EP0522","28.90","1","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19451-42121912.jpg","https://www.dove.co.nz/jump/19451","9314020619359","5 day(s)"
"Epson","C13T340492","Epson 410XL Yellow High Yield Ink Cartridge","Compatible With: Expression Premium XP-630, Expression Premium XP-530, Expression Premium XP-640, Expression Premium XP-540, Expression Premium XP-900","EP0523","28.90","4","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19452-42121912.jpg","https://www.dove.co.nz/jump/19452","9314020619366","5 day(s)"
"Epson","C13T340192","Epson 410XL Photo Black High Yield Ink Cartridge","Compatible With: Expression Premium XP-630, Expression Premium XP-530, Expression Premium XP-640, Expression Premium XP-540, Expression Premium XP-900","EP0524","28.90","4","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19453-43121912.jpg","https://www.dove.co.nz/jump/19453","9314020619335","5 day(s)"
"Epson","B11B198034","Epson Perfection V600 Flatbed Scanner","6400x9600dpi optical resolution, 48-bit colour, 16-bit Grayscale, USB.","EP0600","523.30","0","Scanners","Scanners","https://www.dove.co.nz/images/products/23244-491612.jpg","https://www.dove.co.nz/jump/23244","4710859467874","Unknown"
"Epson","B11B237501","Epson FastFoto FF-680W Scanner","Scan thousands of photos as fast as 1 photo per second at 300dpi.","EP0680","772.20","0","Scanners","Scanners","https://www.dove.co.nz/images/products/23243-331612.jpg","https://www.dove.co.nz/jump/23243","","0 day(s)"
"Epson","C13T306192","Epson 288XL Black Ink Cartridge","Compatible With: Expression Home XP-440, Expression Home XP-340, Expression Home XP-344, Expression Home XP-240","EP0700","28.20","23","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19528-44121912.jpg","https://www.dove.co.nz/jump/19528","9314020619168","0 day(s)"
"Epson","C13T306292","Epson 288XL Cyan Ink Cartridge","Compatible With: Expression Home XP-440, Expression Home XP-340, Expression Home XP-344, Expression Home XP-240","EP0701","26.90","21","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19527-45121912.jpg","https://www.dove.co.nz/jump/19527","9314020619175","0 day(s)"
"Epson","C13T306392","Epson 288XL Magenta Ink Cartridge","Compatible With: Expression Home XP-440, Expression Home XP-340, Expression Home XP-344, Expression Home XP-240","EP0702","26.90","15","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19526-44121912.jpg","https://www.dove.co.nz/jump/19526","9314020619182","0 day(s)"
"Epson","C13T306492","Epson 288XL Yellow Ink Cartridge","Compatible With: Expression Home XP-440, Expression Home XP-340, Expression Home XP-344, Expression Home XP-240","EP0703","26.90","13","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19525-45121912.jpg","https://www.dove.co.nz/jump/19525","9314020619199","0 day(s)"
"Epson","C13T306696","Epson 288XL BK + 288 C/M/Y 4 Ink Cartridge Value Pack","Compatible With: Expression Home XP-440, Expression Home XP-340, Expression Home XP-344, Expression Home XP-240","EP0705","63.90","7","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/19524-3181912.jpg","https://www.dove.co.nz/jump/19524","9314020627446","0 day(s)"
"Epson","C13T02R192","Epson 212 Black Ink Cartridge","Compatible With: WorkForce WF-2830 and WF-2850
Yield ~150 pages","EP0720","13.50","5","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20694-569199.jpg","https://www.dove.co.nz/jump/20694","9314020631405","5 day(s)"
"Epson","C13T02R292","Epson 212 Cyan Ink Cartridge","Compatible With: WorkForce WF-2830 and WF-2850
Yield ~130 pages","EP0721","10.80","4","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20695-210199.jpg","https://www.dove.co.nz/jump/20695","9314020631412","5 day(s)"
"Epson","C13T02R392","Epson 212 Magenta Ink Cartridge","Compatible With: WorkForce WF-2830 and WF-2850
Yield ~130 pages","EP0722","10.80","3","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20696-2810199.jpg","https://www.dove.co.nz/jump/20696","9314020631429","5 day(s)"
"Epson","C13T02R492","Epson 212 Yellow Ink Cartridge","Compatible With: WorkForce WF-2830 and WF-2850
Yield ~130 pages","EP0723","11.50","7","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20697-4410199.jpg","https://www.dove.co.nz/jump/20697","9314020631436","0 day(s)"
"Epson","C13T02R692","Epson 212 Value Pack BK/C/M/Y Ink Cartridges","Includes 212 BK/C/M/Y
Compatible With: WorkForce WF-2830 and WF-2850
Yield ~150 pages BK, 130 pages C/M/Y","EP0724","43.70","27","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20693-369199.jpg","https://www.dove.co.nz/jump/20693","9314020631573","0 day(s)"
"Epson","C13T02X192","Epson 212XL Black High Yield Ink Cartridge","Compatible With: WorkForce WF-2830 and WF-2850
Yield ~500 pages","EP0725","28.90","31","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20698-4610199.jpg","https://www.dove.co.nz/jump/20698","9314020631443","0 day(s)"
"Epson","C13T02X292","Epson 212XL Cyan High Yield Ink Cartridge","Compatible With: WorkForce WF-2830 and WF-2850
Yield ~350 pages","EP0726","19.50","27","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20699-5410199.jpg","https://www.dove.co.nz/jump/20699","9314020631450","0 day(s)"
"Epson","C13T02X392","Epson 212XL Magenta High Yield Ink Cartridge","Compatible With: WorkForce WF-2830 and WF-2850
Yield ~350 pages","EP0727","19.50","29","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20700-5510199.jpg","https://www.dove.co.nz/jump/20700","9314020631467","0 day(s)"
"Epson","C13T02X492","Epson 212XL Yellow High Yield Ink Cartridge","Compatible With: WorkForce WF-2830 and WF-2850
Yield ~350 pages","EP0728","19.50","31","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20701-5810199.jpg","https://www.dove.co.nz/jump/20701","9314020631474","0 day(s)"
"Epson","C13T02X992","Epson 212XL BK + 212 C/M/Y 4 Ink Cartridge Value Pack","Compatible With: WorkForce WF-2830 and WF-2850
Yield ~500 pages XL BK, ~130 pages standard C/M/Y","EP0729","58.50","31","Printer Consumables","Unspecified","https://www.dove.co.nz/images/products/20692-339199.jpg","https://www.dove.co.nz/jump/20692","9314020631566","0 day(s)"
"Epson","B11B224502","Epson Perfection V850 Flatbed Scanner","6400dpi optical resolution, 48-bit colour, 16-bit Grayscale, USB.","EP0850","1399.00","0","Scanners","Scanners","https://www.dove.co.nz/images/products/23382-1414153.jpg","https://www.dove.co.nz/jump/23382","","0 day(s)"
"Advantech","SQF-P10S1-256M-P8C","Advantech SQFlash SLC Compact Flash 256MB","SLC, 256MB, Read: 22 MB/s, Write 15 MB/s","FC120-256","48.00","0","Memory - Compact Flash","Unspecified","https://www.dove.co.nz/images/products/9209-2416298.jpg","https://www.dove.co.nz/jump/9209","","0 day(s)"
"Advantech","SQF-P10S1-1G-P8C","Advantech SQFlash SLC Compact Flash 1GB","SLC, 1GB, Read: 22 MB/s, Write 15 MB/s","FC120-X01","70.00","3","Memory - Compact Flash","Unspecified","https://www.dove.co.nz/images/products/9209-2416298.jpg","https://www.dove.co.nz/jump/9209","","0 day(s)"
"Advantech","SQF-P10S2-2G-P8C","Advantech SQFlash SLC Compact Flash 2GB","SLC, 2GB, Read: 43 MB/s, Write 40 MB/s","FC120-X02","108.00","0","Memory - Compact Flash","Unspecified","https://www.dove.co.nz/images/products/9209-2416298.jpg","https://www.dove.co.nz/jump/9209","","0 day(s)"
"Advantech","SQF-P10S2-4G-P8C","Advantech SQFlash SLC Compact Flash 4GB","SLC, 4GB, Read: 43 MB/s, Write 40 MB/s","FC120-X04","181.00","0","Memory - Compact Flash","Unspecified","https://www.dove.co.nz/images/products/9209-2416298.jpg","https://www.dove.co.nz/jump/9209","","0 day(s)"
