Manufacturer Brand,MPN,Description,Dealer ex GST
Earthworks,ETHOS-BLK,"Earthworks ETHOS Matte Black Broadcast Microphone. Broadcast-quality condenser XLR microphone for streaming, speech or voice over recording applications. Built-in pop filter so no plosives. Supplied with Triad Orbit M2-R stand adaptor, Supercardioid pattern. Requires +24-48V phantom power (10mA). Extended flat frequency response from 20Hz-30kHz. Peak acoustic input of 145dB SPL. Self-noise of 16dB SPL (A-weighted). Perfect for professional content creators and broadcasters. Supplied with black foam windscreen.","$1,135.00"
Earthworks,QTC30,"Earthworks Omni studio microphone for quiet sources. Ideal choice for recording vocals, strings or distant miked orchestras or choirs, as well as ambient miking and close miking of quieter and delicate sources. 3Hz – 30kHz (±/-3dB), Self noise of 20dB SPL, Max Acoustic Input 140dB SPL. Supplied in a black transport box with clip. ","$1,563.00"
Earthworks,QTC40,"Earthworks Omni studio microphone for quiet sources. Ideal choice for recording vocals, strings or distant miked orchestras or choirs, as well as ambient miking and close miking of quieter and delicate sources. 3Hz – 40kHz (±1dB), Self noise of 20dB SPL, Max Acoustic Input 140dB SPL. Supplied in a black transport box with clip. ","$1,954.00"
Earthworks,QTC50,"Earthworks Omni studio microphone for quiet sources. Ideal choice for recording vocals, strings or distant miked orchestras or choirs, as well as ambient miking and close miking of quieter and delicate sources. 3Hz – 50kHz (±1.5dB), Self noise of 20dB SPL, Max Acoustic Input 140dB SPL. Supplied in a black transport box with clip. ","$2,737.00"
Earthworks,TC20,"Earthworks Omni studio microphone for loud sources. Ideal choice for drums, percussion, amplified instruments and loud sound effects. 9Hz – 20kHz (±1/-3dB), Self noise of 26dB SPL, Max Acoustic Input 150dB SPL. Supplied in a black transport box with clip. ",$779.00
Earthworks,MC1,"Earthworks Standard Microphone Clip for QTC, TC, SR, M, Periscope & Drum Periscope Series Mics",$50.00
Earthworks,RM2,Earthworks Drum RimMount for DM20-Gen2,$131.00
Earthworks,RM3,Earthworks Drum RimMount for DM17,$131.00
Earthworks,BF+SS,Broadcast Foam with Stainless Steel Threaded Collar for ICON USB and ICON PRO,$239.00
Earthworks,BF+MB,Broadcast Foam with Stainless Steel Threaded Collar for ETHOS.,$239.00
Earthworks,BFR,Broadcast Foam for ETHOS. Foam only. Threaded Collar not included.,$112.00
Earthworks,OMW1,"Earthworks Foam Teardrop Windscreen for QTC, TC & Measurement Series Mics",$78.00
Earthworks,OMW2,"Earthworks 100 mph Foam Windscreen for QTC, TC & Measurement Series Mics",$78.00
Earthworks,OMW3,"Earthworks Standard Foam Windscreen for QTC, TC & Measurement Series Mics",$78.00
Earthworks,SRW3,Earthworks Foam Windscreen for all Flexwands and SR25s,$78.00
Earthworks,SRW4,"Earthworks Foam Windscreen for SR20, SR30 & SR30/HC",$78.00
FBT,AX800,"FBT Dual Channel Power Amplifier. 2 x 250W at 8 Ohms, 2 x 400W at 4 Ohms, 800W Bridged into 8 Ohms. Class AB. XLR Inputs and jack thru connectors, Speakon and Binding Post Outputs. Short circuit and thermal protection, Three position sensitivity switch (26-29-32dB), Stereo-Bridge-Parallel Operation, Switchable Limiter, fan cooled, front panel attenuators. 2RU. ",$891.00
FBT,AX1200,"FBT Dual Channel Power Amplifier. 2 x 350W at 8 Ohms, 2 x 600W at 4 Ohms, 1200W Bridged into 8 Ohms. Class H. XLR Inputs and jack thru connectors, Speakon and Binding Post Outputs. Short circuit and thermal protection, Three position sensitivity switch (26-29-32dB), Stereo-Bridge-Parallel Operation, Switchable Limiter, fan cooled, front panel attenuators. 2RU. ","$1,146.00"
FBT,AX2000,"FBT Dual Channel Power Amplifier. 2 x 650W at 8 Ohms, 2 x 1000W at 4 Ohms, 2000W Bridged into 8 Ohms. Class H. XLR Inputs and jack thru connectors, Speakon and Binding Post Outputs. Short circuit and thermal protection, Three position sensitivity switch (26-29-32dB), Stereo-Bridge-Parallel Operation, Switchable Limiter, fan cooled, front panel attenuators. 2RU. ","$1,657.00"
FBT,AX3000,"FBT Dual Channel Power Amplifier. 2 x 950W at 8 Ohms, 2 x 1500W at 4 Ohms, 3000W Bridged into 8 Ohms. Class H. XLR Inputs and Thru connectors, Speakon Outputs. Short circuit and thermal protection, Three position sensitivity switch (26-29-32dB), Stereo-Bridge-Parallel Operation, Switchable Limiter, fan cooled, front panel attenuators. 2RU. ","$2,295.00"
FBT,MDA4125,"FBT 4-channel power amplifier with DSP. 4x125W at 4/8/16 Ohms, 2x250W at 100V, 4/8/16 Ohms (Power Share). Full featured DSP with input processing, matrix and zone processing. Integrated webserver and intuitive browser-based user interface. Network port plus on-board WiFi Access Point. 8 pin GPIO for remote control of volume, standby, mute and trigger functions. S/PDIF connectors for daisy-chaining to other amps. Optional rack kit and wall mount kit, 1/2RU. 2.8kg.","$2,341.00"
FBT,MDA4500,"FBT 4-channel power amplifier with DSP. 4x500W at 4 & 2.7 ohms, 4 x 250W at 8 Ohms, 2x1000W at 100V. 2 x 1000W at 4/8 Ohms BTL Mode. Full featured DSP with input processing, matrix and zone processing. Integrated webserver and intuitive browser-based user interface. Network port plus on-board WiFi Access Point. 8 pin GPIO for remote control of volume, standby, mute and trigger functions. S/PDIF connectors for daisy-chaining to other amps, 2RU. 7.9kg.","$3,357.00"
FBT,MDA4800,"FBT 4-channel power amplifier with DSP. 4x750W at 4 & 2.7 ohms, 4 x 400W at 8 Ohms, 2x1500W at 100V. 2 x 1500W at 4/8 Ohms BTL Mode. Full featured DSP with input processing, matrix and zone processing. Integrated webserver and intuitive browser-based user interface. Network port plus on-board WiFi Access Point. 8 pin GPIO for remote control of volume, standby, mute and trigger functions. S/PDIF connectors for daisy-chaining to other amps, 2RU. 7.9kg.","$3,950.00"
FBT,MDA-RM,FBT Rack Mount Kit for MDA4125,$67.00
FBT,MDA-WM,FBT Wall Mount Kit for MDA4125,$67.00
FBT,MDA-Controller,FBT Controller for source select/volume - NOTE only available in black and European style,$681.00
FBT,4WAVE,"FBT wireless streaming preamplifier with network and Bluetooth 5.0 connectivity. Spotify Connect, Airplay, Qplay, DLNA, UPnP streaming protocols supported. Support streaming sources from online services, smart device memory, USB pen drive, NAS, Bluetooth and line-in. Full-function remote controller to use without a cellphone. EQ adjustment via app or remote controller",$318.00
FBT,M222,"FBT Bulk Microphone Cable Flexible for stage use - 2x0.22 (2x24 AWG) and spiral 28x0.10 shield. PVC Flex 6.1mm outer diameter. Made in Italy. 100 mt
",$275.00
FBT,S225,FBT Bulk Speaker Cable Black  - Cond.2x2.5 (2x13 AWG) PVC Flex 8.4mm outer diameter. Made in Italy. 100 mt,$474.00
FBT,CSL106T,"FBT 5"" ceiling speaker, Quick Mount spring mechanism with powder coated metal grille, dual-cone 5"" woofer, 6W/3W taps at 100V line. Frequency response 100Hz-15kHz, sensitivity @1W/1m 93dB, white colour RAL9016, Dimensions 175x60mm, in-ceiling depth of 55mm, cut-out hole 150mm, weight 0.5Kg.
",$42.00
FBT,CSL630TIC,"FBT 6"" ceiling speaker with backcan, powder coated metal grille, iron back cover, coaxial speaker with 6"" woofer and 0.75"" tweeter, 3.8W/7.5W/15W/30W taps at 100V line, 30W at 8 Ohm. Frequency response 90Hz-20kHz, sensitivity @1W/1m 88dB, white colour RAL9016,  Dimensions 230x150mm, in-ceiling depth of 147mm, cut-out hole 200mm, weight 2.3Kg.
",$152.00
FBT,CSL840TIC,"FBT 8"" ceiling speaker with backcan, powder coated metal grille, iron back cover, coaxial speaker with 8"" woofer and 0.75"" tweeter, 5W/10W/20W/40W taps at 100V line, 40W at 8 Ohm. Frequency response 50Hz-20kHz, sensitivity @1W/1m 88dB, white colour RAL9016,  Dimensions 270x185mm, in-ceiling depth of 180mm, cut-out hole 240mm, weight 3.1Kg.
",$184.00
FBT,CSL606TWP,"FBT water resistant IP55 rated ceiling speaker, 5” speaker with 0.75” coaxial tweeter. Moulded plastic cone, plastic basket and grille (RAL 9016 white) making it corrosion resistant and water resistant. Perfect for outdoor use or on boats, pool areas, solariums and damp locations. 20W at 100V line. Sensitivity 90dB @1W/1M, frequency response 95Hz-20kHz. Dimensions 165x115mm, in-ceiling depth of 100mm, cut-out hole 122mm. Mounts via 4 screw holes in bezel. Weight 0.7Kg.",$64.00
FBT,LIBRA-5CTB,"FBT Pendant Speaker. 2-way featuring a coaxial 5"" woofer and 1"" dome tweeter. Includes a six-position tap switch for 70V/100V operation (3.5W to 60W) as well as a 16 Ohm setting. Frequency response 80Hz-20kHz (-6dB), sensitivity @1W/1m 93dB, 90x90 degree dispersion. The specifically designed LF cone profile functions as a waveguide for the tweeter delivering high sensitivity and consistent high-performance audio coverage as well as excellent off-axis performance. 215mmW x 275mmH. EN54. Black. ",$382.00
FBT,LIBRA-5CTW,"FBT Pendant Speaker. 2-way featuring a coaxial 5"" woofer and 1"" dome tweeter. Includes a six-position tap switch for 70V/100V operation (3.5W to 60W) as well as a 16 Ohm setting. Frequency response 80Hz-20kHz (-6dB), sensitivity @1W/1m 93dB, 90x90 degree dispersion. The specifically designed LF cone profile functions as a waveguide for the tweeter delivering high sensitivity and consistent high-performance audio coverage as well as excellent off-axis performance. 215mmW x 275mmH. EN54. White.",$382.00
FBT,LIBRA-8SB,"FBT Pendant Subwoofer. 8"" high excursion driver with a 1.5"" voice-coil. 42Hz-300Hz (-6dB). Recommended amplifier 300W RMS at 8 ohms. External DSP to set low-pass filter is recommended. 275mmW x 326mmH. Plywood. Black. ","$1,011.00"
FBT,LIBRA-8SW,"FBT Pendant Subwoofer. 8"" high excursion driver with a 1.5"" voice-coil. 42Hz-300Hz (-6dB). Recommended amplifier 300W RMS at 8 ohms. External DSP to set low-pass filter is recommended. 275mmW x 326mmH. Plywood. White. ","$1,011.00"
FBT,PROJECT 550WHT,"FBT 5""/1"" two-way bass reflex loudspeaker cabinet in ABS, NOM/MAX power 50W/100W, with 100V line transf with power taps: 15/25/40/50W/8Ohm. Low frequency woofer is 5.1"" and tweeter is 1"". Sensitivity 89dB, max SPL 109dB. White RAL9010. Supplied with flexible ball-style bracket.  
",$330.00
FBT,PROJECT 550BT,"FBT 5""/1"" two-way bass reflex loudspeaker cabinet in ABS, NOM/MAX power 50W/100W, with 100V line transf with power taps: 15/25/40/50W/8Ohm. Low freq woofer is 5.1"" and tweeter is 1"". Sensitivity 89dB, max SPL 109dB. Black. Supplied with flexible ball-style bracket.  
",$330.00
FBT,PROJECT 660WHT,"FBT 6.5""/1"" two-way bass reflex loudspeaker cabinet in ABS, NOM/MAX power 60W/120W, with 100V line transf with power taps: 15/30/45/60W/8Ohm. Low freq woofer is 6.5"" and tweeter is 1"". Sensitivity 90dB, max SPL 111dB. White RAL9010. Supplied with flexible ball-style bracket.  
",$457.00
FBT,PROJECT 660BT,"FBT 6.5""/1"" two-way bass reflex loudspeaker cabinet in ABS, NOM/MAX power 60W/120W, with 100V line transf with power taps: 15/30/45/60W/8Ohm. Low freq woofer is 6.5"" and tweeter is 1"". Sensitivity 90dB, max SPL 111dB. Black. Supplied with flexible ball-style bracket.  
",$457.00
FBT,DUNE 660,"FBT Garden Speaker rated to IP66. Designed to blend into any architecturally landscaped area such as theme parks, hotels and resorts or any residential areas.  6,5” 2-Way speaker design and a 360-degree horizontal dispersion pattern. 6.5"" LF driver, 1"" HF, 70Hz-20kHz (-10dB) Freq Resp. 8 Ohm (120W recommended amplifier) or 70V/100V operation. 330mmW x 552mmH x 270mmD. 
",$540.00
FBT,SHADOW 105T,"FBT 5""/1"" 2-way outdoor speaker, 8 Ohm/100V, conical 100° dispersion, IP 55, stainless steel water proof grille/int. circuitry, full UV protect, 8 Ohm (120W recomm amp) or 100V line transf with 50, 40, 25, and 15W power tappings via 3m multicore tail, single piece rotomolded polyeth. encl. grey finishes. Inc die-cast aluminium bracket. 
",$340.00
FBT,SHADOW 108CT,"FBT 8""/1"" 2-way outdoor speaker. 8 Ohm/100V, 8"" coax custom woofer, 1"" HF driver, conical 90° horn, IP 55, stainless steel water proof grille/int. circuitry, full UV protect, 8 Ohm (450W recomm amp) or 100V line transf with 100W and 50W power tappings via 3m multicore tail, single piece rotomolded polyeth. encl. grey finishes. Inc stainless-steel bracket. 
","$1,583.00"
FBT,SHADOW 112CT,"FBT 12""/1"" 2-way outdoor speaker. 8 Ohm/100V. 12"" coax custom woofer, 1"" HF driver, conical 90° horn, IP 55, stainless steel water proof grille/int. circuitry, full UV protect, 8 Ohm (600W recomm amp) or 100V line transf with 200W and 100W power tappings via 3m multicore tail, single piece rotomolded polyeth. encl. grey finishes. Inc stainless-steel bracket. ","$2,197.00"
FBT,SHADOW 112 HCT,"FBT 12""/1"" 2-way outdoor speaker. Horn loaded LF and HF for longer throw applications, 8 Ohm/100V. 12"" custom woofer, 1"" HF driver, 90°H x 60°V disp,  IP 55, stainless steel water proof grille/int. circuitry, full UV protect, 8 Ohm (600W recomm amp) or 100V line transf with 200W and 100W power tappings via 3m multicore tail, single piece rotomold polyeth. encl. grey finishes. Inc stainless-steel bracket. ","$2,492.00"
FBT,SHADOW 142 L,"FBT 2-way Line Array element, 14"" custom woofer, 2 x 1.4"" HF driver, 100°H x 15°V disp, 7.5 or 15 degree array angle, IP 55, stainless steel water proof grille/int. circuitry, full UV protect, single piece rotomolded polyeth. encl. grey finishes. 8 Ohm, 1000W recomm amp, Available bi-amp version (Model 142 LB)","$3,831.00"
FBT,SW-F 142,FBT Flying bar for rigging hang of SHADOW 142 L,"$1,099.00"
FBT,CS3130TW,"FBT Aluminium weather resistant column speaker, 4x2"" speakers, 1x1"" tweeter, 7.5W/15W/30W taps at 100V line, or 8 Ohms. Frequency Response 200Hz-16kHz. Horizontal dispersion 120° at 4kHz. Sensitivity 91dB. Dimensions. 74.5x405x69mm; weight 1.94Kg. Mounts flush to wall with included miniature L-brackets.",$330.00
FBT,CS3150TW,"FBT Aluminium weather resistant column speaker, 10x2"" speakers, 1x1"" tweeter, 12.5W/25W/50W taps at 100V line, or 20 Ohms. Frequency Response 200Hz-16kHz. Horizontal dispersion 120° at 4kHz. Sensitivity 94dB. Dimensions. 74.5x802x69mm; weight 3.4Kg. Mounts flush to wall with included miniature L-brackets.",$517.00
FBT,CLA403 TB,"FBT Indoor/Outdoor Column Line Array Speaker. 4 x 3"" full range drivers. Selectable vertical dispersion - Tall (110x50) or Narrow (110x25). 100W RMS @ 16 Ohms or 100V line with 50w & 25w tappings. 150Hz-20kHz freq. Resp, 106dB Max SPL, Extruded-aluminium cabinet. IP55 for indoor or outdoor applications. EN54-24 compliant. Black.",$896.00
FBT,CLA403 TW,"FBT Indoor/Outdoor Column Line Array Speaker. 4 x 3"" full range drivers. Selectable vertical dispersion - Tall (110x50) or Narrow (110x25). 100W RMS @ 16 Ohms or 100V line with 50w & 25w tappings. 150Hz-20kHz freq. Resp, 106dB Max SPL, Extruded-aluminium cabinet. IP55 for indoor or outdoor applications. EN54-24 compliant. White.",$896.00
FBT,CLA803 TB,"FBT Indoor/Outdoor Column Line Array Speaker. 8 x 3"" full range drivers. Selectable vertical dispersion - Tall (110x40) or Narrow (110x15). 200W RMS @ 8 Ohms or 100V line with 100w & 50w tappings. 150Hz-20kHz freq. Resp, 112dB Peak SPL, Extruded-aluminium cabinet. IP55 for indoor or outdoor applications. EN54-24 compliant. Black.","$1,495.00"
FBT,CLA803 TW,"FBT Indoor/Outdoor Column Line Array Speaker. 8 x 3"" full range drivers. Selectable vertical dispersion - Tall (110x40) or Narrow (110x15). 200W RMS @ 8 Ohms or 100V line with 100w & 50w tappings. 150Hz-20kHz freq. Resp, 112dB Peak SPL, Extruded-aluminium cabinet. IP55 for indoor or outdoor applications. EN54-24 compliant. White.","$1,495.00"
FBT,VT-W 3B,Directional wall mount bracket for CLA403 and CLA803 in vertical orientation. Black.,$229.00
